No	unit	文番号	英文	日訳	キー文法1	キー文法2	キー文法3	備考
22	2	2-2-5	I'll do it at the hotel.	ホテルでやります。	will (I'll)			
23	2	2-2-6	I want to share them with my family.	家族と共有したいです。	want to do	share A with B		
24	2	2-2-7	Wait a minute!	ちょっと待って！	命令文			
25	2	2-2-8	What's wrong?	どうしたの？	(口語表現)			
26	2	2-2-9	I think I left my camera on the bus.	バスにカメラを置き忘れたと思います。	think (that) S V	leave (置き忘れる)		
27	2	2-2-10	Really? Don't worry.	本当？心配しないで。	命令文(否定)			
28	2	2-2-11	I'll get it.	取ってきます。	will (I'll)			
29	2	2-2-12	Look! The bus hasn't left yet.	見て！バスはまだ出発していません。	現在完了形(完了)	yet (否定文)		
30	2	2-2-13	Go, Kota! Hurry up.	行け、コウタ！急いで。	命令文			
31	2	2-2-14	The bus is leaving.	バスが行ってしまう。	現在進行形(近未来)			
32	2	2-2-15	Kota, be careful!	コウタ、気をつけて！	be動詞の命令文			
33	2	2-3-1	Hajin: What's up with Kota?	ハジン：コウタはどうしたの？	(口語表現)			
34	2	2-3-2	Have you ever seen him like that?	彼があんな風なの、今まで見たことある？	現在完了形(経験)	ever		
35	2	2-3-3	Eri: No, never.	エリ：いいえ、一度もないわ。	(応答)			
36	2	2-3-4	He's changed recently.	彼は最近変わったわ。	現在完了形(完了)			
37	2	2-3-5	Maybe the reason is you, Tina.	たぶん理由はあなたよ、ティナ。	maybe			
38	2	2-3-6	Tina: Me?	ティナ：私？	(応答)			
39	2	2-3-7	Kota returns:	コウタが戻ってくる：	(場面)			
40	2	2-3-8	Kota: Here you are.	コウタ：はい、どうぞ。	(口語表現)			
41	2	2-3-9	Tina: You found my camera!	ティナ：私のカメラを見つけてくれたのね！	find			
42	2	2-3-10	Thank you so much.	本当にありがとう。	(感謝)			
43	2	2-3-11	So you caught up with the bus?	じゃあ、バスに追いついたの？	catch up with ~			
44	2	2-3-12	Kota: It's no big deal.	コウタ：たいしたことないよ。	(口語表現)			
45	2	2-3-13	I'm just happy you didn't lose your photos.	君が写真をなくさなくて、僕はただ嬉しいんだ。	be happy that S V			
46	2	2-3-14	Eri: Look at the sunset!	エリ：夕日を見て！	look at ~			
47	2	2-3-15	Kota: Wow. I've never seen such a beautiful sunset.	コウタ：うわあ。こんなに美しい夕日は一度も見たことがないよ。	現在完了形(経験)	never	such a ~	
48	2	2-G-1	A. Kimono Photo Shoot and Shopping Tour in Gion	A. 祇園での着物写真撮影と買い物ツアー	(コース名)			
49	2	2-G-2	B. Arashiyama and Uzumasa Tour	B. 嵐山と太秦ツアー	(コース名)			
50	2	2-G-3	C. Uji Matcha and Byodoin Temple Tour	C. 宇治抹茶と平等院ツアー	(コース名)			
51	2	2-G-4	I want to join course A because ...	私はコースAに参加したいです、なぜなら...	want to do	because		
52	2	2-G-5	As Eri said, we can ...	エリが言ったように、私たちは...できます。	As (〜のように)			
53	2	2-G-6	I agree with Kota.	私はコウタに賛成です。	agree with ~			
54	2	2-G-7	I like Kota's idea.	私はコウタの考えが好きです。				
55	2	2-G-8	My opinion is the same as Kota's.	私の意見はコウタのと同じです。	the same as ~			
56	2	2-G-9	I think Kota's idea is good.	私はコウタの考えは良いと思います。	think (that) S V			
57	2	2-G-10	I don't agree with Kota.	私はコウタに賛成しません。	don't			
58	2	2-G-11	I like Kota's idea, but...	私はコウタの考えは好きですが、しかし...	but			
59	2	2-G-12	Kota's opinion may be correct, but...	コウタの意見は正しいかもしれませんが、しかし...	may			
60	2	2-G-13	Kota's idea sounds good, but...	コウタの考えは良さそうに聞こえますが、しかし...	sound + 形容詞			
61	2	2-G-14	Kota says [said] (that) ...	コウタは〜と言います（言いました）。				
62	2	2-G-15	In Kota's opinion, ...	コウタの意見では...	In one's opinion			
63	2	2-G-16	According to Kota, ...	コウタによれば...	According to ~			
64	2	2-G-17	I've heard that...	私は〜だと聞いたことがあります。	現在完了形(経験)			
